Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Electricity_Access,Region,Transport_Mode,Class_Size,Language_Section
13,77,Medium,High,Yes,7,63,Yes,0,High,Public,1,High School,Moderate,Male,63,yes,Adamawa,Bike,28,Anglophone
17,72,High,High,Yes,7,61,Yes,1,Medium,Public,4,High School,Near,Female,65,no,North,Walk,138,Bilingual
19,62,Medium,Medium,No,7,91,Yes,1,Low,Public,3,College,Near,Male,63,sometimes,Adamawa,Bike,38,Francophone
17,79,Medium,Medium,No,7,67,Yes,1,Low,Private,3,High School,Near,Female,64,no,South West,Bike,184,Anglophone
29,74,High,Medium,Yes,6,91,Yes,3,Low,Public,4,College,Far,Female,72,yes,North West,Taxi,93,Anglophone
22,70,Low,Medium,Yes,5,61,Yes,1,Low,Public,3,College,Moderate,Male,63,no,East,Bike,118,Anglophone
22,88,Medium,Medium,No,9,68,No,2,Medium,Public,2,High School,Near,Male,66,yes,South West,Walk,63,Francophone
24,91,Medium,Medium,Yes,8,55,Yes,0,Medium,Private,2,College,Moderate,Female,67,sometimes,Adamawa,Taxi,93,Francophone
13,70,High,High,Yes,8,75,Yes,1,High,Public,2,Postgraduate,Moderate,Male,66,sometimes,Littoral,Taxi,109,Francophone
26,62,Medium,Medium,Yes,8,69,Yes,2,Medium,Public,3,College,Moderate,Female,66,yes,North West,Taxi,132,Anglophone
20,94,Medium,Medium,Yes,10,50,Yes,1,Low,Private,4,Postgraduate,Near,Female,68,sometimes,Far North,Bike,82,Anglophone
24,60,High,High,No,6,73,Yes,1,Low,Private,5,Postgraduate,Moderate,Male,66,no,West,Walk,190,Anglophone
14,97,Medium,Medium,Yes,5,54,Yes,3,Medium,Public,2,College,Near,Female,68,yes,West,Bus,71,Bilingual
11,85,Medium,Medium,Yes,8,92,Yes,2,Medium,Public,4,High School,Far,Female,65,yes,South,Bus,108,Anglophone
25,73,Medium,Medium,Yes,5,75,Yes,0,Medium,Private,2,College,Near,Female,67,sometimes,North,Walk,46,Francophone
22,70,High,Low,No,7,85,Yes,0,High,Private,3,High School,Far,Male,64,sometimes,Far North,Bike,106,Francophone
15,60,Low,High,No,7,91,Yes,0,Low,Private,2,College,Far,Male,59,sometimes,Far North,Private car,130,Francophone
15,69,Medium,Medium,Yes,8,53,No,0,High,Private,3,High School,Near,Male,60,sometimes,North West,Bus,139,Francophone
27,66,Low,High,No,6,67,Yes,1,High,Public,4,College,Far,Female,65,sometimes,Far North,Walk,116,Francophone
13,84,Medium,Medium,Yes,9,51,Yes,0,Low,Public,4,High School,Near,Female,64,yes,Littoral,Bike,168,Bilingual
30,67,Medium,High,No,6,52,Yes,1,Low,Public,1,High School,Near,Female,66,yes,South,Bus,199,Francophone
15,81,Medium,Medium,Yes,8,52,Yes,0,Medium,Public,2,Postgraduate,Near,Male,65,yes,South West,Private car,24,Bilingual
24,84,Medium,Medium,Yes,6,74,Yes,2,Medium,Public,2,High School,Far,Male,69,no,Centre,Bus,166,Bilingual
18,72,High,High,Yes,8,73,Yes,0,Medium,Private,4,High School,Near,Female,66,no,North West,Bike,124,Anglophone
24,61,High,Medium,Yes,5,53,Yes,1,Low,Private,5,College,,Female,65,no,South West,Private car,189,Anglophone
17,61,High,Medium,No,7,63,Yes,1,Medium,Public,4,College,Moderate,Female,62,no,North,Taxi,108,Bilingual
19,61,Medium,Low,No,9,62,Yes,2,Medium,Public,2,High School,Far,Female,60,sometimes,East,Walk,160,Anglophone
20,90,Low,Medium,No,7,65,No,4,Low,Public,4,College,Moderate,Female,68,yes,Littoral,Taxi,181,Bilingual
14,73,Medium,High,Yes,9,82,Yes,1,Medium,Public,3,High School,Near,Female,64,no,North,Bus,82,Bilingual
24,92,High,High,No,7,85,Yes,0,Medium,Public,3,College,Near,Female,73,sometimes,South,Private car,138,Anglophone
17,77,Medium,Medium,Yes,6,67,Yes,1,Low,Public,1,College,Near,Male,64,yes,North,Bus,145,Anglophone
19,78,High,High,No,7,89,Yes,2,Medium,Public,4,,Moderate,Female,69,yes,Adamawa,Taxi,85,Anglophone
14,81,Low,Medium,No,8,71,Yes,1,Low,Public,3,Postgraduate,Near,Female,63,yes,South West,Walk,47,Bilingual
5,89,Medium,Medium,Yes,4,76,Yes,2,Medium,Public,3,College,Near,Male,65,yes,North West,Private car,171,Bilingual
19,71,Medium,Medium,No,8,57,Yes,2,Medium,Public,4,High School,Moderate,Male,65,yes,Littoral,Walk,71,Bilingual
34,65,Medium,Medium,Yes,6,62,Yes,0,Medium,Public,3,High School,Near,Male,67,yes,South,Walk,126,Bilingual
25,82,Medium,Medium,Yes,5,86,No,0,Low,Public,4,High School,Near,Male,67,sometimes,Far North,Taxi,163,Anglophone
20,73,Medium,Medium,No,8,99,Yes,1,Medium,Private,3,High School,Near,Male,66,sometimes,South West,Private car,119,Bilingual
18,78,Medium,High,Yes,9,85,Yes,1,Low,Private,2,Postgraduate,Near,Male,68,no,West,Private car,145,Francophone
20,86,Medium,Low,Yes,7,53,Yes,1,Low,Public,2,High School,Near,Male,65,sometimes,Adamawa,Taxi,66,Francophone
23,80,Low,Low,Yes,5,57,Yes,1,Low,Public,4,Postgraduate,Near,Male,66,no,West,Private car,163,Anglophone
13,85,High,Low,Yes,6,72,Yes,2,Low,Public,1,College,Moderate,Female,66,no,Far North,Taxi,186,Francophone
27,82,Medium,Medium,Yes,6,87,No,2,Low,Public,2,High School,Near,Male,69,yes,West,Taxi,53,Francophone
24,90,Medium,Medium,No,7,58,Yes,2,Low,Private,2,Postgraduate,Near,Male,70,yes,Adamawa,Walk,189,Anglophone
24,88,Medium,Low,Yes,7,88,Yes,2,Medium,Private,2,Postgraduate,Moderate,Male,71,yes,Far North,Private car,81,Anglophone
23,81,High,Medium,No,8,78,Yes,4,Low,Public,3,High School,Moderate,Male,70,no,North West,Taxi,31,Anglophone
20,87,Medium,Medium,No,8,89,Yes,2,Medium,Public,3,High School,Moderate,Male,68,sometimes,North,Bus,128,Bilingual
24,95,High,High,Yes,8,78,Yes,2,Low,Public,2,Postgraduate,Far,Female,73,yes,North,Walk,78,Bilingual
24,77,Medium,High,No,8,80,Yes,1,Low,Public,2,High School,Moderate,Female,68,no,East,Bike,186,Francophone
18,77,Medium,Medium,Yes,7,62,Yes,2,High,Private,4,College,Near,Male,66,yes,South West,Bike,65,Bilingual
17,91,Medium,Low,Yes,10,86,Yes,1,Medium,Public,3,Postgraduate,Moderate,Female,67,sometimes,West,Private car,141,Bilingual
21,83,Medium,Low,Yes,8,92,Yes,2,Medium,Private,4,High School,Near,Male,66,yes,North West,Walk,161,Bilingual
29,63,Medium,High,Yes,8,94,Yes,0,Medium,Private,2,Postgraduate,Near,Female,69,yes,East,Walk,173,Francophone
13,96,Medium,Medium,No,10,51,Yes,1,Low,Public,3,Postgraduate,Near,Female,67,sometimes,Littoral,Bike,76,Francophone
11,61,Medium,Low,Yes,7,81,Yes,5,Medium,Public,4,High School,Near,Male,61,sometimes,South West,Private car,43,Francophone
21,90,Medium,Medium,No,6,99,Yes,2,Low,Private,3,College,Near,Female,70,yes,Far North,Bike,72,Anglophone
20,90,High,High,No,9,79,Yes,2,Low,Public,2,High School,Near,Female,70,no,South West,Private car,129,Francophone
21,98,Medium,Medium,Yes,9,59,No,3,Medium,Public,3,College,Near,Female,70,sometimes,Adamawa,Walk,119,Francophone
21,62,Medium,Medium,No,7,94,Yes,1,Low,Private,3,College,Moderate,Female,64,no,Adamawa,Bus,178,Anglophone
19,84,High,Medium,No,10,63,Yes,0,Low,Public,3,College,Far,Female,65,yes,Littoral,Bike,141,Bilingual
29,77,Medium,Medium,No,7,52,Yes,5,Low,Public,4,College,Near,Female,70,sometimes,North West,Private car,125,Bilingual
10,73,Low,High,Yes,8,72,Yes,1,Low,Public,2,College,Moderate,Female,62,sometimes,Adamawa,Walk,61,Anglophone
15,64,High,High,Yes,9,55,Yes,1,Medium,Public,3,College,Near,Female,64,yes,Far North,Walk,20,Bilingual
19,83,Medium,High,Yes,7,56,Yes,1,Medium,Private,3,College,Far,Female,67,sometimes,East,Bike,189,Bilingual
10,79,High,Medium,No,8,73,No,1,Low,Public,4,High School,Near,Female,63,sometimes,Littoral,Private car,176,Anglophone
19,64,Low,Medium,Yes,9,81,Yes,0,Medium,Public,3,High School,Near,Male,62,sometimes,South West,Private car,55,Francophone
30,84,Low,Medium,No,6,95,Yes,2,High,Public,2,College,Near,Male,72,sometimes,Centre,Taxi,69,Anglophone
20,90,Low,Medium,No,6,85,No,3,Low,Private,2,College,Near,Male,69,yes,South West,Walk,167,Bilingual
21,91,Medium,High,Yes,9,92,Yes,5,Low,Private,2,High School,Near,Male,72,sometimes,North West,Bike,64,Anglophone
12,96,Low,Medium,Yes,7,71,Yes,2,Medium,Private,2,College,Near,Male,68,no,Centre,Bike,59,Bilingual
16,76,Low,Medium,No,6,66,Yes,1,Medium,Private,3,Postgraduate,Near,Female,64,sometimes,Adamawa,Bus,106,Francophone
18,98,High,High,Yes,7,80,Yes,3,Low,Private,1,College,Near,Female,72,yes,Far North,Bike,97,Francophone
18,95,High,High,Yes,8,85,Yes,2,Low,Public,3,College,Near,Female,73,yes,West,Private car,195,Bilingual
28,72,High,Medium,Yes,5,78,No,5,Medium,Private,2,College,Far,Male,67,no,North West,Walk,51,Francophone
23,66,High,Low,Yes,8,63,Yes,0,Low,Public,4,College,Near,Female,64,no,South West,Walk,94,Francophone
13,77,Medium,Medium,Yes,8,68,Yes,3,High,Private,3,High School,Near,Female,65,sometimes,Littoral,Bus,62,Bilingual
21,76,High,High,Yes,9,72,Yes,1,Low,Public,3,High School,Moderate,Female,67,yes,Far North,Taxi,190,Anglophone
23,83,Medium,Medium,Yes,7,51,Yes,3,Medium,Public,2,College,Moderate,Male,68,sometimes,Littoral,Bus,34,Francophone
27,83,Medium,High,Yes,9,94,Yes,2,Low,Public,2,High School,,Male,72,no,South,Bike,165,Bilingual
29,90,High,Low,Yes,7,76,Yes,1,Medium,Public,3,High School,Moderate,Female,71,sometimes,West,Taxi,79,Anglophone
14,80,Medium,Medium,Yes,7,88,Yes,1,Medium,Private,3,High School,Near,Male,66,no,East,Walk,38,Bilingual
15,64,High,Medium,No,7,59,Yes,0,Low,Public,3,High School,Near,Female,59,sometimes,Littoral,Bike,63,Francophone
12,94,Medium,Medium,Yes,10,78,Yes,1,Medium,Public,2,High School,Near,Female,68,no,Far North,Private car,66,Bilingual
19,72,Low,High,Yes,5,96,No,3,Low,Public,2,High School,Moderate,Female,64,sometimes,Far North,Taxi,134,Bilingual
23,99,Low,Medium,No,8,61,Yes,2,High,Private,3,High School,Near,Female,70,yes,Far North,Private car,122,Francophone
26,65,Low,Medium,Yes,7,67,Yes,4,High,Private,3,High School,Moderate,Female,65,yes,West,Taxi,168,Francophone
20,98,High,Medium,Yes,7,69,No,2,High,Public,2,College,Near,Female,72,sometimes,East,Bus,79,Anglophone
18,64,High,High,No,8,69,Yes,3,High,Public,3,College,Moderate,Male,66,sometimes,Centre,Bike,180,Bilingual
21,69,Medium,Medium,Yes,9,80,Yes,2,Medium,Public,5,College,Near,Male,68,no,Centre,Bus,30,Bilingual
15,62,Medium,High,No,8,70,Yes,1,Low,Private,3,College,Near,Male,62,no,North West,Bike,193,Anglophone
33,88,Medium,Low,No,9,84,Yes,1,Low,Public,3,High School,Near,Male,70,no,Centre,Private car,55,Bilingual
10,94,High,Medium,Yes,7,74,Yes,3,High,Public,3,College,Moderate,Male,70,sometimes,South West,Bike,167,Anglophone
21,77,Medium,Low,Yes,7,58,Yes,0,Low,Public,3,College,Near,Male,64,no,Centre,Taxi,20,Francophone
32,97,High,Low,Yes,5,97,Yes,1,Low,Public,5,College,Moderate,Female,76,yes,South West,Private car,64,Francophone
20,84,Medium,Medium,Yes,10,62,Yes,1,Medium,Public,2,College,Moderate,Male,67,no,Adamawa,Taxi,40,Francophone
19,85,High,High,No,7,78,Yes,2,Low,Private,3,College,Near,Male,69,no,Centre,Bike,166,Bilingual
18,94,Medium,Low,Yes,7,53,Yes,4,Medium,Public,3,High School,Far,Female,68,yes,Adamawa,Bus,120,Anglophone
19,72,Medium,Medium,Yes,8,96,Yes,1,Medium,Public,2,Postgraduate,Moderate,Female,67,sometimes,West,Bus,68,Bilingual
28,74,Medium,Medium,Yes,9,96,Yes,0,High,Private,3,High School,Near,Female,69,sometimes,North West,Walk,43,Bilingual
7,96,High,Medium,Yes,6,68,Yes,2,Low,Public,1,High School,Near,Female,67,sometimes,Centre,Private car,62,Anglophone
29,96,High,High,Yes,9,56,Yes,0,Low,Private,4,High School,Near,Male,73,yes,South,Bus,175,Anglophone
11,99,Medium,High,Yes,7,88,No,4,Medium,Private,3,College,Near,Male,71,yes,Littoral,Bike,59,Francophone
18,96,Medium,Low,No,9,63,Yes,4,Low,Private,3,Postgraduate,Near,Male,70,no,South West,Bus,95,Anglophone
17,65,High,Medium,Yes,6,85,Yes,1,Low,Private,3,,Near,Male,65,sometimes,Littoral,Private car,81,Bilingual
24,93,High,Medium,Yes,8,96,Yes,0,Medium,Public,1,Postgraduate,Moderate,Male,73,yes,North West,Taxi,195,Anglophone
10,76,Medium,Medium,Yes,7,80,Yes,1,Low,Public,4,Postgraduate,Near,Female,65,sometimes,North West,Walk,180,Bilingual
23,100,Low,Medium,Yes,5,93,Yes,4,Low,Private,3,Postgraduate,Moderate,Male,73,no,East,Walk,49,Francophone
32,79,Low,High,Yes,5,61,Yes,0,Low,Public,3,College,Near,Male,70,yes,South,Bus,186,Anglophone
12,82,High,Medium,Yes,6,96,Yes,0,Low,Private,4,College,Near,Male,66,yes,Centre,Bus,112,Francophone
21,81,Low,Medium,Yes,8,61,Yes,3,Medium,Public,5,High School,Moderate,Female,66,yes,Centre,Bike,150,Anglophone
16,73,Medium,Medium,Yes,4,61,Yes,4,Low,Private,5,High School,Moderate,Male,64,yes,Adamawa,Private car,176,Anglophone
23,63,Medium,Medium,Yes,8,94,Yes,2,Medium,Public,5,Postgraduate,Near,Male,68,yes,Adamawa,Walk,68,Bilingual
20,96,Medium,Medium,No,7,78,Yes,1,High,Public,2,High School,Near,Male,70,yes,East,Bus,79,Francophone
16,92,Medium,Medium,Yes,4,90,Yes,6,High,Private,3,High School,Near,Male,72,yes,Adamawa,Bike,69,Bilingual
23,66,Medium,High,No,6,90,Yes,2,Low,Public,3,High School,Near,Male,66,no,Far North,Bus,24,Francophone
31,91,Medium,Medium,Yes,6,82,Yes,2,Medium,Public,3,High School,Near,Male,74,yes,North,Taxi,140,Bilingual
19,85,High,Medium,No,7,59,Yes,0,Medium,Private,4,College,Moderate,Male,67,sometimes,Far North,Private car,157,Bilingual
24,76,High,High,Yes,9,85,Yes,2,Low,Private,2,Postgraduate,Near,Female,71,yes,South,Bike,105,Francophone
12,70,Low,High,Yes,9,53,Yes,2,Low,Public,2,High School,Near,Male,60,no,Centre,Private car,162,Francophone
14,94,Low,Medium,No,6,60,Yes,3,High,Public,3,College,,Female,68,sometimes,South,Private car,28,Bilingual
23,88,Medium,Medium,No,6,82,Yes,0,Medium,Private,3,College,Near,Male,69,yes,Adamawa,Bus,72,Bilingual
29,82,High,High,No,5,95,Yes,2,Medium,Public,3,College,Near,Male,74,yes,North West,Bike,84,Bilingual
22,84,High,Medium,Yes,6,89,Yes,2,Medium,Public,3,High School,Near,Male,71,sometimes,West,Taxi,68,Anglophone
18,64,High,Medium,Yes,6,67,Yes,0,Low,Private,4,College,Near,Male,63,no,West,Private car,29,Francophone
20,79,High,Low,Yes,7,91,No,2,Low,Private,4,College,Moderate,Male,66,no,Littoral,Bike,124,Francophone
12,68,Medium,High,No,7,98,Yes,1,Medium,Private,4,High School,Near,Male,65,yes,South West,Taxi,87,Bilingual
24,68,Low,Low,No,6,67,No,0,Low,Private,3,High School,Far,Female,60,sometimes,East,Private car,136,Bilingual
25,86,Medium,Low,Yes,6,59,Yes,3,Low,Public,3,High School,Near,Female,69,yes,Littoral,Walk,25,Anglophone
17,96,High,Medium,No,6,60,Yes,1,Low,Public,3,College,Near,Female,69,sometimes,Far North,Bus,140,Francophone
17,76,Medium,High,Yes,6,70,Yes,2,High,Public,4,Postgraduate,Moderate,Male,67,yes,North,Bike,78,Anglophone
22,68,High,Medium,Yes,9,53,Yes,1,Medium,Public,2,High School,Moderate,Female,65,sometimes,North West,Walk,49,Bilingual
17,86,High,High,Yes,8,74,Yes,1,Low,Private,4,College,Near,Male,70,sometimes,Littoral,Walk,102,Bilingual
20,95,High,Medium,Yes,8,87,Yes,0,Low,Private,3,Postgraduate,Moderate,Female,71,sometimes,Adamawa,Bus,20,Anglophone
33,90,Low,Medium,Yes,9,77,Yes,3,Medium,Public,6,Postgraduate,Moderate,Male,73,sometimes,East,Bus,148,Francophone
19,95,Low,High,Yes,8,99,Yes,0,Low,Public,2,Postgraduate,Moderate,Male,70,yes,Centre,Bus,61,Francophone
18,81,High,Low,Yes,9,73,Yes,1,Medium,Public,2,High School,Near,Female,67,sometimes,North West,Bus,49,Bilingual
16,90,Low,High,Yes,8,51,Yes,1,High,Public,5,High School,Moderate,Female,67,sometimes,West,Walk,147,Bilingual
24,66,Low,High,No,7,74,Yes,0,High,Public,2,College,Moderate,Male,65,yes,West,Walk,153,Anglophone
19,74,High,High,Yes,6,96,Yes,2,High,Public,3,College,,Male,69,sometimes,North,Walk,49,Anglophone
16,76,High,High,Yes,6,55,No,1,Low,Public,1,Postgraduate,,Male,65,yes,West,Bike,199,Francophone
28,80,Medium,High,Yes,8,61,Yes,1,Low,Private,3,College,Far,Female,68,sometimes,West,Bus,55,Bilingual
29,97,High,Medium,No,7,86,Yes,0,Medium,Public,3,College,Near,Female,74,no,Far North,Private car,87,Francophone
16,95,Low,Medium,Yes,5,65,Yes,0,Medium,Private,3,College,Near,Female,68,yes,Adamawa,Bike,124,Bilingual
9,65,Medium,Medium,No,4,88,Yes,1,Low,Public,3,College,Near,Male,61,no,South,Walk,183,Anglophone
26,67,Medium,Low,Yes,10,71,Yes,3,Low,Public,3,Postgraduate,Near,Male,67,no,East,Bike,75,Anglophone
16,74,High,High,Yes,6,90,Yes,1,Low,Private,4,High School,Near,Female,66,sometimes,Littoral,Taxi,36,Francophone
25,72,Low,Low,Yes,6,78,Yes,8,Medium,Public,4,High School,Near,Male,69,yes,South West,Bike,148,Bilingual
8,85,Medium,Low,Yes,9,54,Yes,1,Low,Private,3,High School,Near,Male,62,sometimes,East,Walk,124,Anglophone
25,96,Medium,High,Yes,5,69,Yes,0,Low,Public,4,High School,Moderate,Male,71,no,West,Private car,76,Francophone
13,98,High,High,Yes,8,67,Yes,1,Medium,Private,4,Postgraduate,Moderate,Female,71,sometimes,Centre,Bus,146,Francophone
24,86,Medium,High,Yes,10,91,Yes,0,Low,Private,4,College,Near,Female,72,no,East,Bike,59,Anglophone
20,94,Medium,High,Yes,10,81,Yes,1,Medium,Public,5,High School,Far,Female,69,no,East,Private car,139,Francophone
14,81,Low,Medium,No,6,89,No,6,Low,Private,3,College,Near,Female,67,sometimes,Centre,Bike,185,Francophone
18,68,Medium,High,No,7,69,Yes,1,Low,Public,4,High School,Moderate,Female,63,no,Adamawa,Bike,171,Anglophone
24,81,Medium,Medium,Yes,6,85,No,1,Medium,Public,4,College,Moderate,Male,68,no,North West,Private car,113,Bilingual
21,82,High,High,Yes,7,53,Yes,0,High,Public,2,Postgraduate,Near,Male,69,sometimes,South West,Walk,146,Anglophone
24,90,Medium,Low,Yes,9,52,Yes,0,Low,Public,3,College,Near,Female,65,sometimes,North West,Taxi,154,Bilingual
32,69,High,High,Yes,5,64,Yes,0,Medium,Public,3,Postgraduate,Near,Female,70,no,Adamawa,Bus,26,Anglophone
11,75,Medium,Medium,No,8,89,Yes,2,High,Private,4,College,Moderate,Male,65,yes,Centre,Bike,118,Anglophone
30,75,Medium,Medium,No,7,77,Yes,0,Low,Public,2,High School,Moderate,Male,67,yes,Littoral,Walk,115,Anglophone
21,98,Medium,High,Yes,9,70,Yes,0,Low,Public,1,College,Near,Male,72,no,East,Private car,137,Anglophone
15,78,Medium,High,Yes,9,95,Yes,1,High,Public,3,High School,Near,Male,69,sometimes,North,Bike,134,Anglophone
12,90,High,High,Yes,6,75,No,2,Medium,Public,3,Postgraduate,Near,Male,69,yes,East,Bike,91,Bilingual
19,90,High,Low,No,7,81,Yes,4,High,Public,4,College,Near,Female,71,yes,North West,Walk,96,Anglophone
26,71,Medium,Low,Yes,8,99,Yes,1,Medium,Public,3,High School,Far,Male,67,yes,East,Bike,197,Bilingual
19,83,Low,Low,No,8,76,Yes,3,Low,Public,3,Postgraduate,Near,Female,65,sometimes,South West,Private car,81,Francophone
29,96,Low,Low,No,4,89,Yes,2,Low,Public,2,High School,Far,Female,70,yes,Centre,Bus,130,Anglophone
11,79,Medium,Medium,No,8,71,Yes,1,Medium,Private,2,College,Moderate,Female,63,no,East,Private car,171,Francophone
20,98,High,High,Yes,9,52,Yes,0,Medium,Private,3,College,Far,Male,71,sometimes,Littoral,Private car,33,Bilingual
12,69,High,Medium,Yes,7,92,Yes,1,Medium,Public,3,College,Near,Female,64,sometimes,Littoral,Bus,128,Anglophone
22,63,Medium,High,Yes,8,97,Yes,5,Medium,Private,3,High School,Near,Male,69,sometimes,Far North,Bus,65,Anglophone
25,96,Low,Medium,No,9,72,Yes,0,Low,Private,3,High School,Near,Male,69,yes,South West,Bike,94,Bilingual
17,94,Medium,Medium,Yes,7,75,Yes,1,Low,Public,3,Postgraduate,Moderate,Male,70,sometimes,North,Taxi,171,Bilingual
4,100,High,Low,No,8,71,Yes,2,Low,Private,4,High School,Moderate,Female,64,no,North,Walk,143,Anglophone
21,87,Medium,High,No,7,100,Yes,1,Low,Public,3,High School,Near,Male,70,yes,Far North,Taxi,136,Francophone
23,97,Medium,High,No,7,95,Yes,0,Medium,Private,4,Postgraduate,Moderate,Female,74,sometimes,West,Walk,128,Bilingual
22,93,Medium,Medium,Yes,6,52,Yes,1,Low,Public,3,College,Near,Female,69,no,South West,Private car,46,Bilingual
27,94,Low,Medium,Yes,7,89,Yes,3,Low,Private,2,College,Near,Female,73,yes,Littoral,Walk,141,Francophone
14,83,Medium,Medium,Yes,10,80,Yes,1,Medium,Private,3,College,Near,Female,66,yes,North,Bike,23,Anglophone
24,75,High,High,Yes,6,51,No,1,Medium,Public,3,High School,Near,Male,67,no,South,Private car,141,Francophone
27,97,High,High,No,8,72,Yes,6,Low,Public,2,College,Near,Female,76,sometimes,North,Walk,173,Bilingual
9,77,Medium,Medium,No,7,57,Yes,2,Medium,Public,3,High School,Near,Male,61,yes,South West,Private car,57,Francophone
22,82,Low,Medium,Yes,9,94,Yes,0,Medium,Public,4,High School,Moderate,Female,68,yes,Littoral,Walk,186,Bilingual
17,78,Medium,Low,Yes,9,51,Yes,1,Low,Private,3,High School,Moderate,Male,63,no,Littoral,Taxi,165,Francophone
20,83,High,Low,Yes,6,94,Yes,1,Low,Public,2,High School,Near,Male,67,yes,East,Bus,197,Bilingual
22,79,Low,Low,Yes,6,97,Yes,3,High,Public,3,High School,Moderate,Male,66,no,North,Private car,162,Anglophone
17,62,High,Low,Yes,6,54,Yes,2,Medium,Public,3,College,Near,Male,62,yes,South West,Bus,80,Anglophone
16,95,High,Low,Yes,6,86,Yes,0,Low,Private,3,High School,Near,Male,69,yes,South West,Taxi,39,Bilingual
20,78,Medium,Medium,No,6,77,Yes,3,Medium,Private,3,High School,Moderate,Male,67,yes,Far North,Bike,180,Francophone
13,84,Medium,Medium,No,8,98,No,2,Medium,Public,2,College,Moderate,Female,66,sometimes,North West,Walk,164,Francophone
13,66,High,Medium,Yes,6,90,Yes,2,Low,Public,3,High School,Moderate,Male,63,sometimes,South West,Bike,44,Anglophone
24,60,Medium,Medium,No,6,85,Yes,1,High,Public,2,Postgraduate,Moderate,Male,64,no,Littoral,Taxi,80,Bilingual
13,70,Low,Medium,Yes,6,96,Yes,2,Medium,Private,5,Postgraduate,Moderate,Male,64,yes,East,Bus,121,Bilingual
24,88,Low,Medium,No,8,58,Yes,1,Low,Public,3,High School,Near,Male,67,no,Littoral,Taxi,36,Bilingual
23,64,Low,Medium,Yes,7,69,Yes,4,High,Public,3,High School,Moderate,Male,66,no,Centre,Private car,55,Francophone
10,96,High,High,Yes,7,92,Yes,1,Low,Public,1,High School,Near,Female,68,no,Far North,Bus,190,Bilingual
16,69,Medium,High,Yes,6,55,Yes,1,Medium,Public,1,High School,Moderate,Male,62,sometimes,North West,Bus,123,Francophone
27,68,Medium,Medium,Yes,5,97,Yes,1,Medium,Public,4,College,Near,Male,68,no,West,Bike,21,Anglophone
14,67,High,Low,No,9,87,Yes,1,Medium,Private,3,High School,Near,Male,63,yes,Centre,Walk,65,Francophone
17,61,Medium,High,No,7,72,Yes,1,Medium,Public,2,High School,Moderate,Male,62,no,South,Bus,30,Francophone
